path,name,code,sub-code,original-price,price,sale-price,options,headline,caption,abstract,explanation,additional1,additional2,additional3,relevant-links,ship-weight,taxable,release-date,temporary-point-term,point-code,meta-desc,template,sale-period-start,sale-period-end,sale-limit,sp-code,brand-code,yahoo-product-code,product-code,jan,isbn,delivery,astk-code,condition,product-category,spec1,spec2,spec3,spec4,spec5,spec6,spec7,spec8,spec9,spec10,display,sort,sp-additional
白ワイン,"1995 ヴェーレナー・ゾンネンウーア / ヴァイングート・ドクター・ローゼン",6279,,15000,15000,,,数々の賞を受賞したドイツを代表する生産者,,,"国: Germany
地方: Mosel
ブドウ品種: リースリング100%
インポーター: Herrenberger Hof
",,,,,,1,,,,,IT03,,,,,,,,,,0,0,0,1372,,,,,,,,,,,1,99,
"シャンパーニュ
フランス","N.V. フランソワ・ビリオン・エクストラ・ブリュット・キュヴェ・マリー・カトリーヌ・グラン・クリュ / フランソワ・ビリオン",6294,,6600,6600,,,元サロン醸造長のプライベート・ドメーヌ,,,"国: France
地方: Champagne
ブドウ品種: シャルドネ100%
インポーター: VIVIT
",,,,,,1,,,,,IT03,,,,,,,,,,0,0,0,1373,,,,,,,,,,,1,99,
"赤ワイン
フランス
フランス:ローヌ河流域","2012 エルミタージュ / ドメーヌ・ジャン・ルイ・シャーヴ",6296,,26000,26000,,,,,,"国: France
地方: Vall?e du Rh?ne
ブドウ品種: シラー100%
インポーター: FINESSE
",,,,,,1,,,,,IT03,,,,,,,,,,0,0,0,1371,,,,,,,,,,,1,99,
"白ワイン
フランス
フランス:ローヌ河流域","2012 エルミタージュ / ドメーヌ・ジャン・ルイ・シャーヴ",6299,,26000,26000,,,,,,"国: France
地方: Vall?e du Rh?ne
ブドウ品種: マルサンヌ80%+ルーサンヌ20%
インポーター: FINESSE
",,,,,,1,,,,,IT03,,,,,,,,,,0,0,0,1372,,,,,,,,,,,1,99,
白ワイン,"2015 シャルドネ・トロッケン / ヴァイングート・フリードリッヒ・ベッカー",6317,,2500,2500,,,ドイツワイン界の重鎮,,,"国: Germany
地方: Pfalz
ブドウ品種: シャルドネ100%
インポーター: Herrenberger Hof
",,,,,,1,,,,,IT03,,,,,,,,,,0,0,0,1372,,,,,,,,,,,1,99,
赤ワイン,"2012 ピノ・ノワール・ハイデルライヒ・トロッケン / ヴァイングート・フリードリッヒ・ベッカー",6318,,30000,30000,,,ドイツワイン界の重鎮,,,"国: Germany
地方: Pfalz
ブドウ品種: シュペートブルグンダー（ピノ・ノワール）100%
インポーター: Herrenberger Hof
",,,,,,1,,,,,IT03,,,,,,,,,,0,0,0,1371,,,,,,,,,,,1,99,
"赤ワイン
フランス
フランス:ブルゴーニュ地方","2010 サヴィニィ・レ・ボーヌ / シャトー・ド・ラ・ヴェル",6371,,5000,5000,,,大統領晩餐会にも選ばれるムルソーの名門,,,"国: France
地方: Bourgogne
ブドウ品種: ピノ・ノワール100%
インポーター: FINESSE
",,,,,,1,,,,,IT03,,,,,,,,,,0,0,0,1371,,,,,,,,,,,1,99,
赤ワイン,"2013 D.O.C.G.バルベーラ・ダスティー・ラ・トータ / マルケージ・アルフィエーリ",6374,,3800,3800,,,名門貴族のおりなす深遠で品格あるバルベーラの世界,,,"国: Italy
地方: Piemonte
ブドウ品種: バルベーラ100％
インポーター: WINE WAVE INC.
",,,,,,1,,,,,IT03,,,,,,,,,,0,0,0,1371,,,,,,,,,,,1,99,
赤ワイン,"2013 ジー・エス・エム / ヤンガラ・エステート",6378,,5300,5300,,,"2016 ワインメーカー・オフ?・サ?・イヤー受賞",,,"国: Australia
地方: South Australia
ブドウ品種: グルナッシュ49％＋シラーズ29％＋ムールヴェードル22％
インポーター: VILLAGE CELLARS
",,,,,,1,,,,,IT03,,,,,,,,,,0,0,0,1371,,,,,,,,,,,1,99,
"白ワイン
フランス
フランス:ロワール河流域","2013 ヴーヴレイ・クロ・ド・ヴニーズ（モノポール） / ドメーヌ・ド・ラ・タイユ・オー・ルー",6386,,4800,4800,,,,,,"国: France
地方: Vall?e de la Loire
ブドウ品種: シュナン・ブラン100%
インポーター: RAFFINE
",,,,,,1,,,,,IT03,,,,,,,,,,0,0,0,1372,,,,,,,,,,,1,99,
"白ワイン
フランス
フランス:プロヴァンス地方","2010 ヴァン・ド・ペイ・デ・アルピレ・キュヴェ・ドリア / ドメーヌ・オヴェット",6389,,6500,6500,,,,,,"国: France
地方: Provence
ブドウ品種: マルサンヌ40%+ルーサンヌ40%+クレレット20%
インポーター: RAFFINE
",,,,,,1,,,,,IT03,,,,,,,,,,0,0,0,1372,,,,,,,,,,,1,99,
"白ワイン
南アフリカ","2014 W.O. ・コースタル・リージョン・ラール・ホワイト / ラール・ワインズ",6391,,4500,4500,,,南アフリカの超新星,,,"国: South Africa
地方: Western Cape
ブドウ品種: シュナン・ブラン50%+ヴェルデーリョ30%+シャルドネ16%+ヴィオニエ4%
インポーター: RAFFINE
",,,,,,1,,,,,IT03,,,,,,,,,,0,0,0,1372,,,,,,,,,,,1,99,
"赤ワイン
南アフリカ","2013 W.O. ・スワートランド・ラール・レッド / ラール・ワインズ",6392,,4500,4500,,,南アフリカの超新星,,,"国: South Africa
地方: Western Cape
ブドウ品種: シラー80%+グルナッシュ20%
インポーター: RAFFINE
",,,,,,1,,,,,IT03,,,,,,,,,,0,0,0,1371,,,,,,,,,,,1,99,
"白ワイン
南アフリカ","2013 W.O. ・コースタル・リージョン・ホワイト / ヒュールバーグ",6393,,3500,3500,,,南アフリカ最注目の若手の一人,,,"国: South Africa
地方: Western Cape
ブドウ品種: シュナン・ブラン+ヴィオニエ+セミヨン+ルーサンヌ+グルナッシュ・ブラン+ヴェルデーリョ+クレレット・ブランシュ（クレレット）
インポーター: RAFFINE
",,,,,,1,,,,,IT03,,,,,,,,,,0,0,0,1372,,,,,,,,,,,1,99,
"白ワイン
南アフリカ","2014 W.O. ・ウェスタン・ケープ・ジ・アグネス・シャルドネ / クリスタルム",6396,,3800,3800,,,現地でも入手困難な新星ワイナリー,,,"国: South Africa
地方: Western Cape
ブドウ品種: シャルドネ100%
インポーター: RAFFINE
",,,,,,1,,,,,IT03,,,,,,,,,,0,0,0,1372,,,,,,,,,,,1,99,
"白ワイン
南アフリカ","2014 W.O. ・ステレンボッシュ・ラディオ・ラザルス / アルヘイト・ヴィンヤーズ",6399,,10000,10000,,,,,,"国: South Africa
地方: Western Cape
ブドウ品種: シュナン・ブラン100%
インポーター: RAFFINE
",,,,,,1,,,,,IT03,,,,,,,,,,0,0,0,1372,,,,,,,,,,,1,99,
"白ワイン
フランス
フランス:ブルゴーニュ地方","2013 ヴィレ・クレッセ / ドメーヌ・ギュイモ・ミシェル",6409,,5500,5500,,,フランス3ツ星レストランに欠かせないマコン,,,"国: France
地方: Bourgogne
ブドウ品種: シャルドネ100%
インポーター: VIN CROSS
",,,,,,1,,,,,IT03,,,,,,,,,,0,0,0,1372,,,,,,,,,,,1,99,
"白ワイン
フランス
フランス:ロワール河流域","2011 モンルイ・シュル・ロワール・レ・ショワジール / ドメーヌ・フランソワ・シデーヌ",6411,,4300,4300,,,,,,"国: France
地方: Vall?e de la Loire
ブドウ品種: シュナン・ブラン100%
インポーター: KINOSHITA INTERNATIONAL
",,,,,,1,,,,,IT03,,,,,,,,,,0,0,0,1372,,,,,,,,,,,1,99,
白ワイン,"2013 ジュリアス　リースリング / ヘンチキ",6430,,5500,5500,,,オーストラリア最高峰生産者,,,"国: Australia
地方: South Australia
ブドウ品種: リースリング100%
インポーター: JEROBOAM
",,,,,,1,,,,,IT03,,,,,,,,,,0,0,0,1372,,,,,,,,,,,1,99,
赤ワイン,"2012 ネッケンマルクト・アルテ・レーベン / ヴァイングート・モリッツ",6448,,19000,19000,,,エレガント・ブラウフレンキッシュの体現者,,,"国: Austria
地方: Burgenland
ブドウ品種: ブラウフレンキッシュ100%
インポーター: Herrenberger Hof
",,,,,,1,,,,,IT03,,,,,,,,,,0,0,0,1371,,,,,,,,,,,1,99,
"赤ワイン
南アフリカ","2013 W.O. ・ステレンボッシュ・リシェス / ル・リッシュ・ワインズ",6481,,2500,2500,,,カベルネの魔術師,,,"国: South Africa
地方: Western Cape
ブドウ品種: カベルネ・ソーヴィニヨン59%+メルロー27%+カベルネ・フラン11%+プティ・ヴェルド3%
インポーター: RAFFINE
",,,,,,1,,,,,IT03,,,,,,,,,,0,0,0,1371,,,,,,,,,,,1,99,
白ワイン,"2011 D.O.ペネデス・シャルドネ / カン・フェイセス",6516,,4500,4500,,,最良の年のみ作られる希少なシャルドネ,,,"国: Spain
地方: Catalu?a
ブドウ品種: シャルドネ100%
インポーター: Firadis
",,,,,,1,,,,,IT03,,,,,,,,,,0,0,0,1372,,,,,,,,,,,1,99,
白ワイン,"2013 D.O.チャコリ・デ・ビスカヤ・チャコリ・ヌメロ・シエテ / イチャスメンディ",6518,,3500,3500,,,スペイン屈指の女性醸造家が造る、現代的なチャコリ,,,"国: Spain
地方: Vasco
ブドウ品種: オンダラビ・スリ・セラティエ65％＋リースリング20％＋オンダラビ・スリ15％
インポーター: Firadis
",,,,,,1,,,,,IT03,,,,,,,,,,0,0,0,1372,,,,,,,,,,,1,99,
白ワイン,"2011 ザンクト・ゲオルゲン・グリューナー・ヴェルトリーナー / ヴァイングート・モリッツ",6525,,13000,13000,,,モリッツの白ワインプロジェクト,,,"国: Austria
地方: Burgenland
ブドウ品種: グリューナー・ヴェルトリーナー100%
インポーター: Herrenberger Hof
",,,,,,1,,,,,IT03,,,,,,,,,,0,0,0,1372,,,,,,,,,,,1,99,
白ワイン,"2013 ザンクト・ゲオルゲン・グリューナー・ヴェルトリーナー / ヴァイングート・モリッツ",6526,,13000,13000,,,モリッツの白ワインプロジェクト,,,"国: Austria
地方: Burgenland
ブドウ品種: グリューナー・ヴェルトリーナー100%
インポーター: Herrenberger Hof
",,,,,,1,,,,,IT03,,,,,,,,,,0,0,0,1372,,,,,,,,,,,1,99,
"赤ワイン
フランス
フランス:ローヌ河流域","1996 コート・ロティ・シャトー・ダンピュイ / エティエンヌ・ギガル",6531,,28000,28000,,,,,,"国: France
地方: Vall?e du Rh?ne
ブドウ品種: シラー93％＋ヴィオニエ7％
インポーター: TIRE-BOUCHON
",,,,,,1,,,,,IT03,,,,,,,,,,0,0,0,1371,,,,,,,,,,,1,99,
"赤ワイン
フランス
フランス:ローヌ河流域","1997 コート・ロティ・シャトー・ダンピュイ / エティエンヌ・ギガル",6532,,21000,21000,,,,,,"国: France
地方: Vall?e du Rh?ne
ブドウ品種: シラー93％＋ヴィオニエ7％
インポーター: TIRE-BOUCHON
",,,,,,1,,,,,IT03,,,,,,,,,,0,0,0,1371,,,,,,,,,,,1,99,
"赤ワイン
フランス
フランス:ローヌ河流域","2000 コート・ロティ・シャトー・ダンピュイ / エティエンヌ・ギガル",6535,,20000,20000,,,,,,"国: France
地方: Vall?e du Rh?ne
ブドウ品種: シラー93％＋ヴィオニエ7％
インポーター: TIRE-BOUCHON
",,,,,,1,,,,,IT03,,,,,,,,,,0,0,0,1371,,,,,,,,,,,1,99,
"赤ワイン
フランス
フランス:ブルゴーニュ地方","1994 ヴォーヌ・ロマネ / ドメーヌ・ビゾ",6545,,27000,27000,,,,,,"国: France
地方: Bourgogne
ブドウ品種: ピノ・ノワール100%
インポーター: TIRE-BOUCHON
",,,,,,1,,,,,IT03,,,,,,,,,,0,0,0,1371,,,,,,,,,,,1,99,
"白ワイン
南アフリカ","2013 W.O. ・スワートランド・シュナン・ブラン・シングル・テロワール・クォーツ / マリヌー&リーウ・ファミリー・ワインズ",6553,,9170,9170,,,2016年南アフリカ・ワイン・オブ・ザ・イヤー,,,"国: South Africa
地方: Western Cape
ブドウ品種: シュナン・ブラン100%
インポーター: BERRY BROS & RUDD
",,,,,,1,,,,,IT03,,,,,,,,,,0,0,0,1372,,,,,,,,,,,1,99,
"白ワイン
南アフリカ","2013 W.O. ・スワートランド・シュナン・ブラン・シングル・テロワール・シスト / マリヌー&リーウ・ファミリー・ワインズ",6554,,9170,9170,,,2016年南アフリカ・ワイン・オブ・ザ・イヤー,,,"国: South Africa
地方: Western Cape
ブドウ品種: シュナン・ブラン100%
インポーター: BERRY BROS & RUDD
",,,,,,1,,,,,IT03,,,,,,,,,,0,0,0,1372,,,,,,,,,,,1,99,
"赤ワイン
南アフリカ","2012 W.O. ・スワートランド・シラー・シングル・テロワール・アイロン / マリヌー&リーウ・ファミリー・ワインズ",6555,,14840,14840,,,2016年南アフリカ・ワイン・オブ・ザ・イヤー,,,"国: South Africa
地方: Western Cape
ブドウ品種: シラー100%
インポーター: BERRY BROS & RUDD
",,,,,,1,,,,,IT03,,,,,,,,,,0,0,0,1371,,,,,,,,,,,1,99,
"赤ワイン
南アフリカ","2012 W.O. ・スワートランド・シラー・シングル・テロワール・グラナイト / マリヌー&リーウ・ファミリー・ワインズ",6556,,14840,14840,,,2016年南アフリカ・ワイン・オブ・ザ・イヤー,,,"国: South Africa
地方: Western Cape
ブドウ品種: シラー100%
インポーター: BERRY BROS & RUDD
",,,,,,1,,,,,IT03,,,,,,,,,,0,0,0,1371,,,,,,,,,,,1,99,
"白ワイン
フランス
フランス:アルザス地方","1996 ピノ・グリ・オマージュ・ア・ジョーゼット / トリンバック",6557,,15000,15000,,,,,,"国: France
地方: Alsace
ブドウ品種: ピノ・グリ100%
インポーター: BERRY BROS & RUDD
",,,,,,1,,,,,IT03,,,,,,,,,,0,0,0,1372,,,,,,,,,,,1,99,
"赤ワイン
フランス
フランス:ローヌ河流域","2001 ラストー・キュヴェ・コンフィアンス / ドメーヌ・ラ・スマド",6560,,8300,8300,,,"一流シャトーヌフを脅かすNo.1ラストー ☆☆(B&D)",,,"国: France
地方: Vall?e du Rh?ne
ブドウ品種: グルナッシュ70％＋シラー20％＋ムールヴェードル10％
インポーター: Firadis
",,,,,,1,,,,,IT03,,,,,,,,,,0,0,0,1371,,,,,,,,,,,1,99,
"赤ワイン
フランス
フランス:プロヴァンス地方","2013 バンドール・キュヴェ・スペシャル・ラ・ミグア / ドメーヌ・タンピエ",6565,,9400,9400,,,,,,"国: France
地方: Provence
ブドウ品種: ムールヴェードル50%+サンソー26%+グルナッシュ+シラー４%
インポーター: IZUMI TRADING
",,,,,,1,,,,,IT03,,,,,,,,,,0,0,0,1371,,,,,,,,,,,1,99,
"赤ワイン
フランス
フランス:プロヴァンス地方","2013 バンドール・キュヴェ・スペシャル・ラ・トゥルティーヌ / ドメーヌ・タンピエ",6566,,9400,9400,,,,,,"国: France
地方: Provence
ブドウ品種: ムールヴェードル55～80%+サンソー10～25%+グルナッシュ10～30
インポーター: IZUMI TRADING
",,,,,,1,,,,,IT03,,,,,,,,,,0,0,0,1371,,,,,,,,,,,1,99,
"赤ワイン
フランス
フランス:プロヴァンス地方","2012 バンドール・キュヴェ・スペシャル・ラ・トゥルティーヌ / ドメーヌ・タンピエ",6567,,9300,9300,,,,,,"国: France
地方: Provence
ブドウ品種: ムールヴェードル55～80%+サンソー10～25%+グルナッシュ10～30
インポーター: IZUMI TRADING
",,,,,,1,,,,,IT03,,,,,,,,,,0,0,0,1371,,,,,,,,,,,1,99,
"赤ワイン
フランス
フランス:プロヴァンス地方","2013 バンドール・キュヴェ・スペシャル・ラ・カバッソウ / ドメーヌ・タンピエ",6568,,14200,14200,,,,,,"国: France
地方: Provence
ブドウ品種: ムールヴェードル95%+シラー4%+サンソー1%
インポーター: IZUMI TRADING
",,,,,,1,,,,,IT03,,,,,,,,,,0,0,0,1371,,,,,,,,,,,1,99,
その他のワイン,"N.V. D.O.P.マルサーラ・シュペリオーレ・エス・オー・エム・セッコ / バッリォ・バイアータ・アラーニャ",6570,,2600,2600,,,マルサラの伝道師,,,"国: Italy
地方: Sicilia
ブドウ品種: グリッロ＋カタラット＋インツォリア
インポーター: WINE WAVE INC.
",,,,,,1,,,,,IT03,,,,,,,,,,0,0,0,,,,,,,,,,,,1,99,
その他のワイン,"N.V. D.O.P.マルサーラ・ヴェルジーネ / バッリォ・バイアータ・アラーニャ",6572,,4000,4000,,,マルサラの伝道師,,,"国: Italy
地方: Sicilia
ブドウ品種: グリッロ＋カタラット
インポーター: WINE WAVE INC.
",,,,,,1,,,,,IT03,,,,,,,,,,0,0,0,,,,,,,,,,,,1,99,
赤ワイン,"2013 D.O.C.ヴィットーリア・マンドラゴーラ / パオロ・カーリ",6579,,3500,3500,,,砂質の多いヴィットーリアの大地が産み出すしなやかさ,,,"国: Italy
地方: Sicilia
ブドウ品種: フラッパート100%
インポーター: WINE WAVE INC.
",,,,,,1,,,,,IT03,,,,,,,,,,0,0,0,1371,,,,,,,,,,,1,99,
"白ワイン
フランス
フランス:ラングドック地方","2014 コトー・デュ・ラングドック・ピクプール・ド・ピネ / ムーラン・ド・ガサック",6590,,1950,1950,,,一流生産者の造るデイリーワイン,,,"国: France
地方: Languedoc
ブドウ品種: ピクプール100%
インポーター: FINESSE
",,,,,,1,,,,,IT03,,,,,,,,,,0,0,0,1372,,,,,,,,,,,1,99,
"白ワイン
南アフリカ","2013 W.O. ・フランシュフック・シャルドネ・レゼルヴ / シャモニックス・ワイン・ファーム",6591,,5000,5000,,,フランシュフック最高の畑を所有,,,"国: South Africa
地方: Western Cape
ブドウ品種: シャルドネ100%
インポーター: BERRY BROS & RUDD
",,,,,,1,,,,,IT03,,,,,,,,,,0,0,0,1372,,,,,,,,,,,1,99,
"白ワイン
南アフリカ","2013 W.O. ・ケープ・ペニンシュラ・アイリーズ・ソーヴィニヨン・ブラン / ケープ・ポイント・ヴィンヤード",6593,,7180,7180,,,南アフリカNo.1ソーヴィニヨン・ブラン,,,"国: South Africa
地方: Western Cape
ブドウ品種: ソーヴィニヨン・ブラン82%+セミヨン18%
インポーター: BERRY BROS & RUDD
",,,,,,1,,,,,IT03,,,,,,,,,,0,0,0,1372,,,,,,,,,,,1,99,
"甘口ワイン
フランス
フランス:ラングドック地方","2013 ミュスカ・ド・ミラヴァル / ムーラン・ド・ガサック",6596,,2800,2800,,,一流生産者の造るデイリーワイン,,,"国: France
地方: Languedoc
ブドウ品種: ミュスカ・プティ・グラン100%
インポーター: FINESSE
",,,,,,1,,,,,IT03,,,,,,,,,,0,0,0,1376,,,,,,,,,,,1,99,
"白ワイン
南アフリカ","2012 W.O. ・ウェスタン・ケープ・ジャッカル・バード / ファーブル・マウンテン・ヴィンヤード",6597,,5000,5000,,,スクリーミング・イーグルの元共同オーナー所有ワイナリー,,,"国: South Africa
地方: Western Cape
ブドウ品種: シュナン・ブラン45%＋グルナッシュ・ブラン20%＋ルーサンヌ17％＋ヴィオニエ9％＋シャルドネ9％
インポーター: BERRY BROS & RUDD
",,,,,,1,,,,,IT03,,,,,,,,,,0,0,0,1372,,,,,,,,,,,1,99,
"赤ワイン
南アフリカ","2011 W.O. ・タルバッハ・シラー / ファーブル・マウンテン・ヴィンヤード",6598,,8000,8000,,,スクリーミング・イーグルの元共同オーナー所有ワイナリー,,,"国: South Africa
地方: Western Cape
ブドウ品種: シラー100%
インポーター: BERRY BROS & RUDD
",,,,,,1,,,,,IT03,,,,,,,,,,0,0,0,1371,,,,,,,,,,,1,99,
"赤ワイン
南アフリカ","2012 W.O. ・ステレンボッシュ・シラー / ケールモント・ヴィンヤーズ",6599,,6350,6350,,,新生南アフリカの象徴,,,"国: South Africa
地方: Western Cape
ブドウ品種: シラー100%
インポーター: BERRY BROS & RUDD
",,,,,,1,,,,,IT03,,,,,,,,,,0,0,0,1371,,,,,,,,,,,1,99,
"白ワイン
南アフリカ","2013 W.O. ・ステレンボッシュ・テラス / ケールモント・ヴィンヤーズ",6601,,4680,4680,,,新生南アフリカの象徴,,,"国: South Africa
地方: Western Cape
ブドウ品種: シュナン・ブラン65%＋シャルドネ17％＋ヴィオニエ9％＋ソーヴィニヨン・ブラン7％
インポーター: BERRY BROS & RUDD
",,,,,,1,,,,,IT03,,,,,,,,,,0,0,0,1372,,,,,,,,,,,1,99,
"赤ワイン
南アフリカ","2012 W.O. ・コースタル・リージョン・ナイト・スカイ / ファーブル・マウンテン・ヴィンヤード",6602,,5000,5000,,,スクリーミング・イーグルの元共同オーナー所有ワイナリー,,,"国: South Africa
地方: Western Cape
ブドウ品種: シラー60％＋ムールヴェードル25％＋グルナッシュ15％
インポーター: BERRY BROS & RUDD
",,,,,,1,,,,,IT03,,,,,,,,,,0,0,0,1371,,,,,,,,,,,1,99,
"赤ワイン
フランス
フランス:ラングドック地方","2015 ヴァン・ド・ペイ・ド・レロー・テラス・ド・ギレム・メルロー / ムーラン・ド・ガサック",6611,,1380,1380,,,一流生産者の造るデイリーワイン,,,"国: France
地方: Languedoc
ブドウ品種: メルロー100%
インポーター: FINESSE
",,,,,,1,,,,,IT03,,,,,,,,,,0,0,0,1371,,,,,,,,,,,1,99,
"白ワイン
南アフリカ","2014 W.O. ・ウェスタン・ケープ・バンボーズ・ベイ・ソーヴィニヨン・ブラン / フライヤーズ・コーヴ・ヴィンヤーズ",6623,,3300,3300,,,南アフリカ5つ星生産者,,,"国: South Africa
地方: Western Cape
ブドウ品種: ソーヴィニヨン・ブラン100%
インポーター: RAFFINE
",,,,,,1,,,,,IT03,,,,,,,,,,0,0,0,1372,,,,,,,,,,,1,99,
"赤ワイン
フランス
フランス:ブルゴーニュ地方","2013 ニュイ・サン・ジョルジュ・プルミエ・クリュ・レ・シェヌ・カルトー / ドメーヌ・アンリ・グージュ",6641,,10000,10000,,,,,,"国: France
地方: Bourgogne
ブドウ品種: ピノ・ノワール100%
インポーター: FINESSE
",,,,,,1,,,,,IT03,,,,,,,,,,0,0,0,1371,,,,,,,,,,,1,99,
"赤ワイン
フランス
フランス:ブルゴーニュ地方","2013 ヴォルネイ / ドメーヌ・マルキ・ダンジェルヴィル",6666,,10500,10500,,,,,,"国: France
地方: Bourgogne
ブドウ品種: ピノ・ノワール100%
インポーター: FINESSE
",,,,,,1,,,,,IT03,,,,,,,,,,0,0,0,1371,,,,,,,,,,,1,99,
"赤ワイン
南アフリカ","2011 W.O. ・タルバッハ・リザーヴ・ピノタージュ / ライクス",6703,,6800,6800,,,1996年設立の高品質南アフリカワイン,,,"国: South Africa
地方: Western Cape
ブドウ品種: ピノタージュ100%
インポーター: RAFFINE
",,,,,,1,,,,,IT03,,,,,,,,,,0,0,0,1371,,,,,,,,,,,1,99,
"赤ワイン
南アフリカ","2011 W.O. ・コースタル・リージョン・プライベート・セラー・ピノタージュ / ライクス",6704,,5500,5500,,,1996年設立の高品質南アフリカワイン,,,"国: South Africa
地方: Western Cape
ブドウ品種: ピノタージュ100%
インポーター: RAFFINE
",,,,,,1,,,,,IT03,,,,,,,,,,0,0,0,1371,,,,,,,,,,,1,99,
"赤ワイン
フランス
フランス:ブルゴーニュ地方","2013 ヴォルネイ・プルミエ・クリュ / ドメーヌ・マルキ・ダンジェルヴィル",6721,,12000,12000,,,,,,"国: France
地方: Bourgogne
ブドウ品種: ピノ・ノワール100%
インポーター: FINESSE
",,,,,,1,,,,,IT03,,,,,,,,,,0,0,0,1371,,,,,,,,,,,1,99,
"赤ワイン
フランス
フランス:ブルゴーニュ地方","2013 ヴォルネイ・プルミエ・クリュ・タイユピエ / ドメーヌ・マルキ・ダンジェルヴィル",6724,,18000,18000,,,,,,"国: France
地方: Bourgogne
ブドウ品種: ピノ・ノワール100%
インポーター: FINESSE
",,,,,,1,,,,,IT03,,,,,,,,,,0,0,0,1371,,,,,,,,,,,1,99,
"白ワイン
フランス
フランス:ブルゴーニュ地方","2013 ブルゴーニュ・シャルドネ / ドメーヌ・トラペ・ペール・エ・フィス",6738,,4000,4000,,,,,,"国: France
地方: Bourgogne
ブドウ品種: シャルドネ100%
インポーター: FINESSE
",,,,,,1,,,,,IT03,,,,,,,,,,0,0,0,1372,,,,,,,,,,,1,99,
"赤ワイン
フランス
フランス:ジュラ地方","2011 アルボワ・トゥルソー・キュヴェ・デ・ジェオローグ / ドメーヌ・リュシアン・アヴィエ",6742,,5500,5500,,,"ジュラのバッカス ☆☆(B&D) 掲載(MVF2017)",,,"国: France
地方: Jura
ブドウ品種: トゥルソー100%
インポーター: RAFFINE
",,,,,,1,,,,,IT03,,,,,,,,,,0,0,0,1371,,,,,,,,,,,1,99,
"赤ワイン
フランス
フランス:ラングドック地方","2001 コトー・デュ・ラングドック / プリウレ・ド・サン・ジャン・ド・ベビアン",6760,,8000,8000,,,,,,"国: France
地方: Languedoc
ブドウ品種: シラー45%+グルナッシュ30%+ムールヴェードル25%
インポーター: Firadis
",,,,,,1,,,,,IT03,,,,,,,,,,0,0,0,1371,,,,,,,,,,,1,99,
"スパークリング
フランス
フランス:ブルゴーニュ地方","N.V. クレマン・ド・ブルゴーニュ・ブリュット / シャトー・ド・ラ・ヴェル",6771,,3500,3500,,,大統領晩餐会にも選ばれるムルソーの名門,,,"国: France
地方: Bourgogne
ブドウ品種: ピノ・ノワール60%+シャルドネ30%+アリゴテ10%
インポーター: FINESSE
",,,,,,1,,,,,IT03,,,,,,,,,,0,0,0,1373,,,,,,,,,,,1,99,
"その他のワイン
フランス
フランス:ブルゴーニュ地方","N.V. マール・ド・ブルゴーニュ / シャトー・ド・ラ・ヴェル",6773,,10000,10000,,,大統領晩餐会にも選ばれるムルソーの名門,,,"国: France
地方: Bourgogne
ブドウ品種: --------
インポーター: FINESSE
",,,,,,1,,,,,IT03,,,,,,,,,,0,0,0,,,,,,,,,,,,1,99,
"シャンパーニュ
フランス","N.V. ロジェ・プイヨン・エ・フィス・ブリュット・キュヴェ・オゥ・レセルヴ・プルミエ・クリュ / ロジェ・プイヨン・エ・フィス",6774,,6700,6700,,,"マルイユ・シュル・アイ村の名門R.M. ☆☆(B&D)",,,"国: France
地方: Champagne
ブドウ品種: ピノ・ノワール80%＋シャルドネ10%＋ピノ・ムニエ10%
インポーター: IZUMI TRADING
",,,,,,1,,,,,IT03,,,,,,,,,,0,0,0,1373,,,,,,,,,,,1,99,
"白ワイン
フランス
フランス:アルザス地方","2013 シルヴァネール・レゼルヴ / ドメーヌ・ヴァインバック",6777,,3700,3700,,,,,,"国: France
地方: Alsace
ブドウ品種: シルヴァネール100%
インポーター: FWINES
",,,,,,1,,,,,IT03,,,,,,,,,,0,0,0,1372,,,,,,,,,,,1,99,
食品,"商品表記 マイルド グリーンペッパー ・マスタード / ヒル・ファーム",6792,,1300,1300,,,-----------------------------,,,"国: Australia
地方: Tasmania
ブドウ品種: --------
インポーター: VAI & COMPANY LTD.
",,,,,,1,,,,,IT03,,,,,,,,,,0,0,0,,,,,,,,,,,,1,99,
食品,"商品表記 スパイシー・マスタード / ヒル・ファーム",6793,,1300,1300,,,-----------------------------,,,"国: Australia
地方: Tasmania
ブドウ品種: --------
インポーター: VAI & COMPANY LTD.
",,,,,,1,,,,,IT03,,,,,,,,,,0,0,0,,,,,,,,,,,,1,99,
食品,"商品表記 スパイシー・マスタード / ヒル・ファーム",6794,,2300,2300,,,-----------------------------,,,"国: Australia
地方: Tasmania
ブドウ品種: --------
インポーター: VAI & COMPANY LTD.
",,,,,,1,,,,,IT03,,,,,,,,,,0,0,0,,,,,,,,,,,,1,99,
食品,"商品表記 ワサビ・マスタード / ヒル・ファーム",6795,,1800,1800,,,-----------------------------,,,"国: Australia
地方: Tasmania
ブドウ品種: --------
インポーター: VAI & COMPANY LTD.
",,,,,,1,,,,,IT03,,,,,,,,,,0,0,0,,,,,,,,,,,,1,99,
食品,"商品表記 メディテラニアン・マスタード / ヒル・ファーム",6796,,1300,1300,,,-----------------------------,,,"国: Australia
地方: Tasmania
ブドウ品種: --------
インポーター: VAI & COMPANY LTD.
",,,,,,1,,,,,IT03,,,,,,,,,,0,0,0,,,,,,,,,,,,1,99,
